#
# Sat ID  	Host ID   	Sat PID   	Sat UpID  
#
15349016  	15362565  	-1        	-1        
15347824  	15362565  	-1        	-1        
15349035  	15362565  	-1        	-1        
15362577  	15362565  	-1        	-1        
15349015  	15362565  	-1        	-1        
15345712  	15362565  	-1        	-1        
15435025  	15362565  	-1        	-1        
15362620  	15362565  	-1        	-1        
15349039  	15362565  	-1        	-1        
15403832  	15362565  	-1        	-1        
15362615  	15362565  	-1        	-1        
15403834  	15362565  	-1        	-1        
15435104  	15362565  	-1        	-1        
15349040  	15362565  	-1        	-1        
15347875  	15362565  	-1        	-1        
15349042  	15362565  	-1        	-1        
15403829  	15362565  	-1        	-1        
15349037  	15362565  	-1        	-1        
15349012  	15362565  	-1        	-1        
15403863  	15362565  	-1        	-1        
15349013  	15362565  	-1        	-1        
20468264  	20468416  	-1        	-1        
20479975  	20468416  	-1        	-1        
20468428  	20468416  	-1        	-1        
20480232  	20468416  	-1        	-1        
20424891  	20468416  	-1        	-1        
20424897  	20468416  	-1        	-1        
20424989  	20468416  	-1        	-1        
20480304  	20468416  	-1        	-1        
20480233  	20468416  	-1        	-1        
20468056  	20468416  	-1        	-1        
20480182  	20468416  	-1        	-1        
20480303  	20468416  	-1        	-1        
20468252  	20468416  	-1        	-1        
20439513  	20439477  	-1        	-1        
20439565  	20439477  	-1        	-1        
20444501  	20439477  	-1        	-1        
20441237  	20439477  	-1        	-1        
20439495  	20439477  	-1        	-1        
20444046  	20439477  	-1        	-1        
12969494  	12969806  	-1        	-1        
12969785  	12969806  	-1        	-1        
13017273  	12969806  	-1        	-1        
13017292  	12969806  	-1        	-1        
12969522  	12969806  	-1        	-1        
12969812  	12969806  	-1        	-1        
12969834  	12969806  	-1        	-1        
13064190  	12970629  	-1        	-1        
12970633  	12970629  	-1        	-1        
13064178  	12970629  	-1        	-1        
12970584  	12970629  	-1        	-1        
12970630  	12970629  	-1        	-1        
12970558  	12970629  	-1        	-1        
13064185  	12970629  	-1        	-1        
13064176  	12970629  	-1        	-1        
13064486  	12970629  	-1        	-1        
12970608  	12970629  	-1        	-1        
24745256  	24703280  	24745282  	24745282  
24703111  	24703280  	-1        	-1        
24906015  	24703280  	-1        	-1        
24745199  	24703280  	24745282  	24745282  
24745097  	24703280  	-1        	-1        
24906524  	24703280  	-1        	-1        
24928448  	24703280  	-1        	-1        
24745254  	24703280  	24745256  	24745282  
24702763  	24703280  	24706808  	24706808  
24703708  	24703280  	-1        	-1        
24745268  	24703280  	24745282  	24745282  
24745161  	24703280  	24745282  	24745282  
24703233  	24703280  	-1        	-1        
24703082  	24703280  	24706808  	24706808  
24698273  	24703280  	-1        	-1        
24744977  	24703280  	-1        	-1        
24745234  	24703280  	24745282  	24745282  
24702770  	24703280  	-1        	-1        
24705490  	24703280  	24706808  	24706808  
24702732  	24703280  	24706808  	24706808  
24700682  	24703280  	24706808  	24706808  
24904152  	24703280  	-1        	-1        
24703310  	24703280  	-1        	-1        
24703014  	24703280  	-1        	-1        
24702791  	24703280  	-1        	-1        
24745163  	24703280  	-1        	-1        
24928434  	24703280  	-1        	-1        
24698137  	24703280  	-1        	-1        
24745251  	24703280  	24745282  	24745282  
24745248  	24703280  	24745282  	24745282  
24702971  	24703280  	-1        	-1        
24745207  	24703280  	24745199  	24745282  
24745177  	24703280  	24745282  	24745282  
24745134  	24703280  	-1        	-1        
24904544  	24703280  	-1        	-1        
24703249  	24703280  	-1        	-1        
24703016  	24703280  	-1        	-1        
24702913  	24703280  	-1        	-1        
24745060  	24703280  	24745199  	24745282  
24703681  	24703280  	-1        	-1        
24698002  	24703280  	24706808  	24706808  
24745279  	24703280  	24745282  	24745282  
13908904  	13886889  	-1        	-1        
13886929  	13886889  	-1        	-1        
13999056  	13886889  	-1        	-1        
13999069  	13886889  	-1        	-1        
13907549  	13886889  	-1        	-1        
13886930  	13886889  	-1        	-1        
13907551  	13886889  	-1        	-1        
13908141  	13886889  	-1        	-1        
13886689  	13886889  	-1        	-1        
13999054  	13886889  	-1        	-1        
13907540  	13886889  	-1        	-1        
13908136  	13886889  	-1        	-1        
13886874  	13886889  	-1        	-1        
13921610  	13886889  	-1        	-1        
13886715  	13886889  	-1        	-1        
13886789  	13886889  	-1        	-1        
13886933  	13886889  	-1        	-1        
13886919  	13886889  	-1        	-1        
13886631  	13886889  	-1        	-1        
13875680  	13888072  	-1        	-1        
13875232  	13888072  	-1        	-1        
13922561  	13888072  	-1        	-1        
13875664  	13888072  	-1        	-1        
13919541  	13888072  	-1        	-1        
13887994  	13888072  	-1        	-1        
13875713  	13888072  	-1        	-1        
13888062  	13888072  	-1        	-1        
13923700  	13888072  	-1        	-1        
13887903  	13888072  	-1        	-1        
13875701  	13888072  	-1        	-1        
13923960  	13888072  	-1        	-1        
13875598  	13888072  	-1        	-1        
13923915  	13888072  	-1        	-1        
13923916  	13888072  	-1        	-1        
13876491  	13888072  	13875680  	13875680  
13923922  	13888072  	-1        	-1        
13874999  	13888072  	-1        	-1        
13875967  	13888072  	-1        	-1        
13875679  	13888072  	13875680  	13875680  
13874551  	13888072  	-1        	-1        
13875966  	13888072  	-1        	-1        
13887874  	13888072  	-1        	-1        
13875652  	13888072  	13875680  	13875863  
13875672  	13888072  	13875680  	13875680  
13875190  	13888072  	-1        	-1        
13875003  	13888072  	13875680  	13875680  
9380247   	9380170   	-1        	-1        
9380259   	9380170   	-1        	-1        
9380333   	9380170   	-1        	-1        
9411962   	9380170   	-1        	-1        
9412621   	9380170   	-1        	-1        
9412646   	9380170   	-1        	-1        
9412719   	9380170   	-1        	-1        
9471030   	9380170   	-1        	-1        
16845820  	16845962  	-1        	-1        
16845827  	16845962  	-1        	-1        
16845831  	16845962  	-1        	-1        
16846025  	16845962  	-1        	-1        
16943052  	16845962  	-1        	-1        
16943174  	16845962  	-1        	-1        
16943175  	16845962  	-1        	-1        
16943209  	16845962  	-1        	-1        
16943234  	16845962  	-1        	-1        
16943248  	16845962  	-1        	-1        
16943256  	16845962  	-1        	-1        
16943261  	16845962  	-1        	-1        
16943294  	16845962  	-1        	-1        
16944381  	16845962  	-1        	-1        
16944408  	16845962  	-1        	-1        
16944492  	16845962  	-1        	-1        
10060776  	10065172  	-1        	-1        
10060800  	10065172  	10069164  	10069164  
10060937  	10065172  	10069164  	10069164  
10060977  	10065172  	10069164  	10069164  
10061002  	10065172  	10069164  	10069164  
10061113  	10065172  	10069164  	10069164  
10061135  	10065172  	10069164  	10069164  
10061142  	10065172  	10069164  	10069164  
10061152  	10065172  	10069164  	10069164  
10061167  	10065172  	10069164  	10069164  
10061170  	10065172  	10069164  	10069164  
10061218  	10065172  	10069164  	10069164  
10061219  	10065172  	10069164  	10069164  
10061221  	10065172  	10069164  	10069164  
10061348  	10065172  	10069164  	10069164  
10061349  	10065172  	10069164  	10069164  
10061358  	10065172  	10069164  	10069164  
10061368  	10065172  	10069164  	10069164  
10061652  	10065172  	-1        	-1        
10061683  	10065172  	10069164  	10069164  
10062056  	10065172  	10069164  	10069164  
10062067  	10065172  	10069164  	10069164  
10062140  	10065172  	10069164  	10069164  
10062244  	10065172  	10069164  	10069164  
10062292  	10065172  	10069164  	10069164  
10062304  	10065172  	10069164  	10069164  
10062307  	10065172  	10069164  	10069164  
10062318  	10065172  	10062319  	10069164  
10062319  	10065172  	10069164  	10069164  
10062321  	10065172  	10065570  	10069164  
10062362  	10065172  	10069164  	10069164  
10062383  	10065172  	10069164  	10069164  
10062482  	10065172  	10069164  	10069164  
10062491  	10065172  	10069164  	10069164  
10062551  	10065172  	10069164  	10069164  
10062552  	10065172  	10069164  	10069164  
10062553  	10065172  	10069164  	10069164  
10062555  	10065172  	10069164  	10069164  
10062572  	10065172  	10069164  	10069164  
10062574  	10065172  	10069164  	10069164  
10062593  	10065172  	10069164  	10069164  
10062614  	10065172  	10069164  	10069164  
10062627  	10065172  	10069164  	10069164  
10062632  	10065172  	10069164  	10069164  
10062657  	10065172  	10069164  	10069164  
10062791  	10065172  	10069164  	10069164  
10062809  	10065172  	10069164  	10069164  
10062873  	10065172  	10069164  	10069164  
10062895  	10065172  	10069164  	10069164  
10062918  	10065172  	10069164  	10069164  
10062998  	10065172  	10069164  	10069164  
10063043  	10065172  	10069164  	10069164  
10063083  	10065172  	10069164  	10069164  
10063085  	10065172  	10069164  	10069164  
10063161  	10065172  	10069164  	10069164  
10063240  	10065172  	10069164  	10069164  
10063339  	10065172  	10069164  	10069164  
10063342  	10065172  	10069164  	10069164  
10063353  	10065172  	10069164  	10069164  
10063354  	10065172  	10069164  	10069164  
10063356  	10065172  	10069164  	10069164  
10063359  	10065172  	10069164  	10069164  
10063360  	10065172  	10069164  	10069164  
10063365  	10065172  	-1        	-1        
10063481  	10065172  	10069164  	10069164  
10063490  	10065172  	10069164  	10069164  
10063495  	10065172  	10069164  	10069164  
10063519  	10065172  	10069164  	10069164  
10063573  	10065172  	10069164  	10069164  
10063576  	10065172  	10063784  	10069164  
10063580  	10065172  	10069164  	10069164  
10063593  	10065172  	10069164  	10069164  
10063708  	10065172  	10069164  	10069164  
10063713  	10065172  	10069164  	10069164  
10063844  	10065172  	10069164  	10069164  
10063947  	10065172  	10069164  	10069164  
10063954  	10065172  	10069164  	10069164  
10063980  	10065172  	10069164  	10069164  
10064065  	10065172  	10069164  	10069164  
10064085  	10065172  	10069164  	10069164  
10064151  	10065172  	10069164  	10069164  
10064155  	10065172  	10069164  	10069164  
10064197  	10065172  	10069164  	10069164  
10064214  	10065172  	10069164  	10069164  
10064321  	10065172  	10069164  	10069164  
10064329  	10065172  	10069164  	10069164  
10064355  	10065172  	10069164  	10069164  
10064375  	10065172  	10064617  	10069164  
10064384  	10065172  	10069164  	10069164  
10064387  	10065172  	10069164  	10069164  
10064472  	10065172  	10069164  	10069164  
10064617  	10065172  	10069164  	10069164  
10064684  	10065172  	10069164  	10069164  
10064843  	10065172  	10069164  	10069164  
10064846  	10065172  	10069164  	10069164  
10064855  	10065172  	10069164  	10069164  
10064861  	10065172  	10069164  	10069164  
10064865  	10065172  	10069164  	10069164  
10064871  	10065172  	10069164  	10069164  
10064892  	10065172  	10069164  	10069164  
10065061  	10065172  	10069164  	10069164  
10065119  	10065172  	-1        	-1        
10065218  	10065172  	-1        	-1        
10065261  	10065172  	10069164  	10069164  
10065563  	10065172  	10069164  	10069164  
10065567  	10065172  	10069164  	10069164  
10065572  	10065172  	10069164  	10069164  
10065574  	10065172  	10069164  	10069164  
10065575  	10065172  	10069164  	10069164  
10066174  	10065172  	10069164  	10069164  
10066235  	10065172  	10069164  	10069164  
10066236  	10065172  	10069164  	10069164  
10066551  	10065172  	10069164  	10069164  
10067246  	10065172  	10069164  	10069164  
10067389  	10065172  	10069164  	10069164  
10067969  	10065172  	10069164  	10069164  
10067985  	10065172  	10069164  	10069164  
10067991  	10065172  	10069164  	10069164  
10068353  	10065172  	10069164  	10069164  
10068557  	10065172  	10069164  	10069164  
10068564  	10065172  	10069164  	10069164  
10068799  	10065172  	10069164  	10069164  
10068983  	10065172  	10069164  	10069164  
10068988  	10065172  	10069164  	10069164  
10069034  	10065172  	10069164  	10069164  
10069068  	10065172  	10069164  	10069164  
10069107  	10065172  	10069164  	10069164  
10069109  	10065172  	10069034  	10069164  
10069110  	10065172  	10069164  	10069164  
10069111  	10065172  	10069164  	10069164  
10069118  	10065172  	10069164  	10069164  
