#
# Sat ID  	Host ID   	Sat PID   	Sat UpID  
#
12540531  	12533647  	12541392  	12541392  
12541359  	12533647  	12539395  	12541392  
12644713  	12533647  	-1        	-1        
12533850  	12533920  	12541392  	12541392  
12533932  	12533920  	-1        	-1        
12534404  	12533920  	-1        	-1        
12536252  	12533920  	12541392  	12541392  
12536749  	12533920  	12541392  	12541392  
12536830  	12533920  	12541392  	12541392  
12537394  	12533920  	12541392  	12541392  
12538247  	12533920  	12536830  	12541392  
12538294  	12533920  	12541392  	12541392  
12538295  	12533920  	12541392  	12541392  
12538975  	12533920  	12538839  	12541392  
12539039  	12533920  	12541392  	12541392  
12606670  	12606732  	-1        	-1        
12606675  	12606732  	-1        	-1        
9383020   	9381314   	9383269   	9383269   
16884561  	16823796  	-1        	-1        
16974185  	16823796  	-1        	-1        
16974270  	16823796  	-1        	-1        
16827259  	16826309  	-1        	-1        
17415846  	17415339  	-1        	-1        
17411092  	17455837  	-1        	-1        
17434838  	17432678  	-1        	-1        
17432187  	17432243  	-1        	-1        
17454861  	17454937  	17473668  	17473668  
17454970  	17454937  	17473668  	17473668  
17436377  	17454937  	17473668  	17473668  
17455550  	17454937  	-1        	-1        
17454036  	17454937  	17473926  	17473668  
17454330  	17454937  	17473926  	17473668  
17456779  	17454937  	17473668  	17473668  
17454254  	17454937  	17473668  	17473668  
17454497  	17454937  	17473668  	17473668  
17410351  	17454937  	-1        	-1        
17454374  	17454937  	17473926  	17473668  
17454342  	17454937  	17473926  	17473668  
17454278  	17454937  	17473668  	17473668  
7725429   	7765151   	-1        	-1        
7726781   	7765151   	7726829   	7726829   
7725296   	7765151   	7726829   	7726829   
7722858   	7765151   	7726829   	7726829   
7723596   	7765151   	7724167   	7726829   
7726681   	7765151   	7726184   	7726829   
7723343   	7765151   	7724167   	7726829   
7726185   	7765151   	7726184   	7726829   
7726432   	7765151   	7726829   	7726829   
7724912   	7765151   	7726829   	7726829   
7724484   	7765151   	7726829   	7726829   
7726784   	7765151   	7726829   	7726829   
7724689   	7765151   	7726829   	7726829   
7726680   	7765151   	7726829   	7726829   
7726447   	7765151   	7726829   	7726829   
7724683   	7765151   	7726829   	7726829   
7797221   	7798806   	-1        	-1        
7798785   	7798806   	-1        	-1        
13030574  	12969712  	-1        	-1        
12969638  	12969712  	-1        	-1        
12969685  	12969712  	-1        	-1        
12773900  	12776520  	-1        	-1        
12776518  	12776520  	-1        	-1        
12776525  	12776520  	-1        	-1        
12778414  	12776520  	-1        	-1        
12817990  	12776520  	-1        	-1        
12792205  	12792259  	-1        	-1        
12816110  	12792259  	-1        	-1        
12795256  	12795292  	-1        	-1        
12795272  	12795292  	-1        	-1        
12795276  	12795292  	-1        	-1        
12795298  	12795292  	-1        	-1        
12815567  	12795292  	12815568  	12815568  
12815568  	12795292  	-1        	-1        
12830238  	12795292  	-1        	-1        
12818542  	12795917  	-1        	-1        
12818566  	12795917  	-1        	-1        
12796043  	12796042  	-1        	-1        
12796085  	12796042  	-1        	-1        
20827297  	20830644  	20831179  	20831179  
20827353  	20830644  	-1        	-1        
20827354  	20830644  	-1        	-1        
20827561  	20830644  	20831179  	20831179  
20827743  	20830644  	-1        	-1        
20828069  	20830644  	-1        	-1        
20831325  	20830644  	-1        	-1        
20837662  	20830644  	-1        	-1        
20937331  	20830644  	-1        	-1        
20829253  	20831317  	20831179  	20831179  
20831308  	20831317  	-1        	-1        
20838117  	20838235  	20838116  	20838116  
20838841  	20838235  	-1        	-1        
20838875  	20838235  	-1        	-1        
20839253  	20838235  	20827947  	20827947  
20840193  	20838235  	-1        	-1        
20849907  	20851738  	-1        	-1        
20849921  	20851738  	20850736  	20850736  
20849958  	20851738  	20850734  	20850736  
20850314  	20851738  	20850734  	20850736  
20850357  	20851738  	20850734  	20850736  
20850628  	20851738  	20850736  	20850736  
20850642  	20851738  	-1        	-1        
20850664  	20851738  	20850735  	20850736  
20850684  	20851738  	20850736  	20850736  
20850689  	20851738  	20850734  	20850736  
20850700  	20851738  	20851233  	20850736  
20850704  	20851738  	20850732  	20850736  
20850707  	20851738  	20850734  	20850736  
20850716  	20851738  	20850734  	20850736  
20850719  	20851738  	20850732  	20850736  
20850720  	20851738  	20850732  	20850736  
20850734  	20851738  	20850732  	20850736  
20850773  	20851738  	20850732  	20850736  
20850951  	20851738  	20850736  	20850736  
20850979  	20851738  	-1        	-1        
20851146  	20851738  	20850735  	20850736  
20851233  	20851738  	20850734  	20850736  
20851317  	20851738  	20850736  	20850736  
20851461  	20851738  	20850736  	20850736  
20851533  	20851738  	20850736  	20850736  
20851604  	20851738  	20850732  	20850736  
20851613  	20851738  	20851768  	20850736  
20851741  	20851738  	-1        	-1        
20851766  	20851738  	20851768  	20850736  
20851767  	20851738  	20851768  	20850736  
20851768  	20851738  	20850736  	20850736  
20975777  	20851738  	-1        	-1        
20867704  	20867658  	-1        	-1        
20948329  	20867658  	-1        	-1        
20868286  	20868280  	20868318  	20868318  
20933208  	20931814  	-1        	-1        
20941957  	20931814  	-1        	-1        
20947564  	20947868  	-1        	-1        
20947718  	20947868  	-1        	-1        
20947777  	20947868  	-1        	-1        
20948329  	20947868  	-1        	-1        
20957650  	20962858  	-1        	-1        
14336686  	14342915  	14343241  	14342672  
14337622  	14342915  	-1        	-1        
14340522  	14342915  	-1        	-1        
14340591  	14342915  	14342672  	14342672  
14341095  	14342915  	14342672  	14342672  
14341771  	14342915  	-1        	-1        
14341967  	14342915  	14342672  	14342672  
14341968  	14342915  	14342672  	14342672  
14342297  	14342915  	14342672  	14342672  
14342315  	14342915  	14342672  	14342672  
14342625  	14342915  	14342672  	14342672  
14342670  	14342915  	14343241  	14342672  
14342721  	14342915  	14342672  	14342672  
14342727  	14342915  	14342672  	14342672  
14342734  	14342915  	14342672  	14342672  
14342778  	14342915  	14342672  	14342672  
14342836  	14342915  	14342672  	14342672  
14343247  	14342915  	14342672  	14342672  
14343265  	14342915  	14342672  	14342672  
14343402  	14342915  	14342672  	14342672  
14343586  	14342915  	14342672  	14342672  
14343633  	14342915  	14342672  	14342672  
14343682  	14342915  	14342672  	14342672  
14343693  	14342915  	14342672  	14342672  
14343820  	14342915  	14342672  	14342672  
14343924  	14342915  	14342672  	14342672  
14343967  	14342915  	14342672  	14342672  
14345014  	14342915  	14342672  	14342672  
14348984  	14342915  	-1        	-1        
14349028  	14342915  	-1        	-1        
14349660  	14342915  	14342672  	14342672  
14349785  	14342915  	14342672  	14342672  
14375960  	14342915  	-1        	-1        
14374904  	14376948  	-1        	-1        
14374944  	14376948  	-1        	-1        
13135829  	13134566  	-1        	-1        
13135897  	13134566  	-1        	-1        
13136496  	13134566  	-1        	-1        
13170294  	13137013  	-1        	-1        
13180143  	13137013  	-1        	-1        
13127916  	13137418  	-1        	-1        
13128061  	13137418  	-1        	-1        
13129819  	13137418  	-1        	-1        
13136250  	13137418  	13130061  	13130061  
13136251  	13137418  	13136250  	13130061  
13229681  	13147495  	-1        	-1        
13231984  	13147495  	-1        	-1        
13168614  	13177179  	-1        	-1        
64488373  	64488461  	-1        	-1        
64869590  	64488461  	64869686  	64869686  
64869678  	64488461  	-1        	-1        
64869688  	64488461  	64869686  	64869686  
64869691  	64488461  	64869692  	64869692  
64869692  	64488461  	-1        	-1        
64715981  	64708386  	-1        	-1        
64498089  	64779433  	-1        	-1        
64870615  	64779433  	-1        	-1        
64496123  	64784645  	-1        	-1        
64551541  	64784645  	-1        	-1        
64718784  	64784645  	-1        	-1        
64719459  	64784645  	-1        	-1        
64778051  	64784645  	-1        	-1        
18583497  	18582734  	18593176  	18593176  
18583735  	18582734  	18593176  	18593176  
18585860  	18582734  	18593176  	18593176  
18585872  	18582734  	18593176  	18593176  
18585924  	18582734  	18593176  	18593176  
18586029  	18582734  	18593176  	18593176  
18586942  	18582734  	-1        	-1        
18587949  	18582734  	18593176  	18593176  
18588918  	18582734  	18593176  	18593176  
18589635  	18582734  	18593176  	18593176  
18592173  	18582734  	18592184  	18592184  
18592323  	18582734  	18592184  	18592184  
18679222  	18679268  	-1        	-1        
16664859  	16662354  	-1        	-1        
16664927  	16662354  	-1        	-1        
16665738  	16662354  	-1        	-1        
16665765  	16662354  	-1        	-1        
16696985  	16697089  	-1        	-1        
16696860  	16697089  	-1        	-1        
16565518  	16697089  	-1        	-1        
52905374  	52959177  	-1        	-1        
52913157  	52959177  	-1        	-1        
